user_id,total_logons,after_hours_logons,weekend_logons,failed_logons,total_emails,emails_with_attachments,external_emails,total_http,suspicious_http,total_file,exe_zip_files,total_device,num_distinct_pcs,total_email_megabytes,role,department,O,C,E,A,N,label,total_actions,after_hours_ratio,weekend_activity_ratio,failed_logon_ratio,attachment_ratio,external_email_ratio,suspicious_file_ratio,suspicious_http_ratio,device_action_ratio,total_suspicious_flags,overall_suspicious_ratio,exfiltration_intensity,activity_intensity
JDB0169,966,0,0,0,4657,476,1820,56052,5148,7791,441,5464,1,133.64267,Salesman,2 - Sales,20,14,23,48,33,0,74930,0.0,0.0,0.0,0.10218978,0.39072564,0.05659651,0.09184165,0.07292042,7885,0.105230145,0.16591264,74930
JDC0030,1406,0,368,0,5071,2006,2700,54378,2542,724,44,380,3,144.86215,AdministrativeAssistant,6 - Security,31,18,19,21,26,0,61959,0.0,0.26154938,0.0,0.39550474,0.5323344,0.060689654,0.046745986,0.006132989,7292,0.117688835,0.09073596,61959
JDF0593,1313,89,68,0,351,45,92,3670,23,403,28,6296,3,10.138619,ProductionLineWorker,3 - Assembly,30,45,11,41,29,0,12033,0.06773212,0.05175038,0.0,0.1278409,0.26136363,0.06930693,0.0062653227,0.5231843,277,0.023018116,0.5327406,12033
JER0404,692,0,0,0,3022,0,1073,32870,1301,0,0,0,1,86.40471,SoftwareEngineer,2 - SoftwareManagement,38,46,18,16,30,0,36584,0.0,0.0,0.0,0.0,0.35494542,0.0,0.03957896,0.0,2374,0.06488998,0.06488998,36584
JFC0557,961,0,0,0,3002,1180,1020,32870,1192,2839,194,2785,1,86.63575,SoftwareEngineer,2 - SoftwareManagement,22,16,23,40,33,0,42457,0.0,0.0,0.0,0.3929404,0.33966035,0.06830986,0.036262967,0.06559423,3586,0.08445994,0.117692776,42457
JFC0757,692,0,0,0,1056,0,440,10034,1393,0,0,0,1,30.031073,Technician,3 - FieldService,31,21,38,36,38,0,11782,0.0,0.0,0.0,0.0,0.41627246,0.0,0.13881415,0.0,1833,0.1555631,0.1555631,11782
JGM0934,970,0,0,0,3017,1208,1404,32870,1750,0,0,0,1,86.74382,SoftwareEngineer,2 - SoftwareManagement,30,22,41,22,31,0,36857,0.0,0.0,0.0,0.40026507,0.46520874,0.0,0.053238418,0.0,4362,0.11834609,0.085571654,36857
JGT0221,1172,570,0,0,1452,276,694,15438,1639,1,1,4,368,41.42528,0,0,45,30,16,40,18,1,18067,0.4859335,0.0,0.0,0.18995182,0.4776325,0.5,0.106159724,0.00022138588,3180,0.17600177,0.1293447,18067
JHP0583,1391,65,183,0,390,153,138,4020,17,1589,101,1629,3,11.359581,ProductionLineWorker,3 - Assembly,37,25,40,42,37,0,9019,0.046695404,0.13146552,0.0,0.39130434,0.3529412,0.06352201,0.004227804,0.18059868,474,0.052549887,0.19778271,9019
JIG0128,692,0,0,0,3030,0,1174,32775,1517,0,0,0,1,86.338776,MechanicalEngineer,2 - ManufacturingEngineering,25,45,35,18,27,0,36497,0.0,0.0,0.0,0.0,0.38733092,0.0,0.046283867,0.0,2691,0.07373007,0.07373007,36497
JIM0095,692,0,0,0,3677,401,1425,39444,2794,0,0,0,1,106.125,AdministrativeAssistant,3 - Engineering,10,18,21,15,35,0,43813,0.0,0.0,0.0,0.10902665,0.38743883,0.0,0.070832804,0.0,4620,0.10544575,0.09629342,43813
JJB0127,692,0,0,0,2973,0,977,32870,1948,0,0,0,1,84.689255,MechanicalEngineer,2 - ManufacturingEngineering,26,21,38,30,32,0,36535,0.0,0.0,0.0,0.0,0.32851377,0.0,0.059261963,0.0,2925,0.08005802,0.08005802,36535
JJB0700,742,0,0,0,337,129,135,3460,230,0,0,0,2,9.700666,ProductionLineWorker,3 - Assembly,15,19,39,37,28,0,4539,0.0,0.0,0.0,0.3816568,0.39940828,0.0,0.06645478,0.0,494,0.108810574,0.08039647,4539
JJH0292,1042,0,6,0,339,100,136,3520,120,0,0,0,3,9.736654,ProductionLineWorker,3 - Assembly,35,23,38,39,28,0,4901,0.0,0.0057526366,0.0,0.29411766,0.4,0.0,0.034081228,0.0,356,0.07262342,0.05222358,4901
JJH0613,1147,0,0,0,5027,1978,1760,56052,4892,1641,98,2095,2,144.35765,Salesman,2 - Sales,50,30,24,14,26,0,65962,0.0,0.0,0.0,0.39339697,0.35003978,0.05968331,0.087274544,0.03176023,8728,0.1323166,0.13260464,65962
JJM0203,686,0,0,0,1876,722,657,20181,2054,425,26,854,2,53.35551,0,0,37,36,18,30,28,1,24022,0.0,0.0,0.0,0.38465637,0.35002664,0.061032865,0.10177386,0.035549264,3459,0.14398701,0.14839946,24022
JKB0126,691,0,0,0,3024,0,1360,32870,827,0,0,0,1,86.429855,ElectricalEngineer,2 - ManufacturingEngineering,43,24,19,33,28,0,36585,0.0,0.0,0.0,0.0,0.44958678,0.0,0.025158955,0.0,2187,0.059776966,0.059776966,36585
JKF0465,840,0,128,0,403,47,149,4200,44,0,0,0,1,11.716674,ProductionLineWorker,3 - Assembly,10,37,12,17,32,0,5443,0.0,0.15219976,0.0,0.116336636,0.36881188,0.0,0.0104736965,0.0,240,0.04408523,0.035451874,5443
JKJ0698,943,0,204,0,429,55,174,4420,195,0,0,0,31,12.438866,ProductionLineWorker,3 - Assembly,16,38,16,22,28,0,5792,0.0,0.21610169,0.0,0.12790698,0.40465117,0.0,0.044107668,0.0,424,0.073191784,0.06369757,5792
JKM0303,692,0,0,0,330,77,142,3450,409,0,0,0,1,9.332249,ProductionLineWorker,3 - Assembly,46,10,44,15,35,0,4472,0.0,0.0,0.0,0.2326284,0.42900303,0.0,0.11851637,0.0,628,0.14039794,0.12318355,4472
JLM0364,2628,1268,0,0,3537,366,1055,38165,4176,1,1,4,598,100.857346,0,0,35,22,15,25,37,1,44335,0.48231268,0.0,0.0,0.10344828,0.29819107,0.5,0.10941676,9.0220135e-05,6866,0.15486287,0.1180756,44335
JLW0053,692,0,0,0,4717,0,1322,49478,1741,0,0,0,1,133.8422,LabManager,1 - Research,42,41,18,38,31,0,54887,0.0,0.0,0.0,0.0,0.28020346,0.0,0.035186645,0.0,3063,0.055804547,0.055804547,54887
JMB0308,314,6,0,0,2203,452,930,24789,3792,10,0,16,1,63.548317,0,0,41,44,34,14,32,1,27332,0.01904762,0.0,0.0,0.20508167,0.4219601,0.0,0.1529649,0.00058537297,5180,0.1895145,0.17334358,27332
JMC0925,1284,87,10,0,3372,1347,1013,32870,5178,0,0,0,5,95.65356,Physicist,1 - Research,33,10,23,19,31,0,37526,0.06770428,0.007782101,0.0,0.39934775,0.3003261,0.0,0.15752487,0.0,7625,0.20318703,0.16497456,37526
JMD0520,1127,35,4,0,1009,301,329,10034,326,1893,128,1315,36,28.700003,Technician,3 - FieldService,21,45,16,38,29,0,15378,0.03102837,0.0035460992,0.0,0.2980198,0.32574257,0.06758184,0.032486297,0.08550621,1119,0.07276156,0.12809676,15378
JMH0543,632,0,0,0,2003,207,514,21660,1580,0,0,0,1,56.86658,0,0,44,25,37,13,34,0,24295,0.0,0.0,0.0,0.10329341,0.256487,0.0,0.07294215,0.0,2301,0.094706945,0.08618703,24295
JMK0099,1200,0,0,0,2989,906,1571,32870,1099,555,34,279,3,85.53264,SystemsEngineer,3 - Engineering,40,37,41,41,25,0,37893,0.0,0.0,0.0,0.30301005,0.52541804,0.06115108,0.033433724,0.0073626433,3610,0.09526574,0.07782235,37893
JML0909,967,0,0,0,1010,425,436,10034,363,0,0,0,1,28.845415,Technician,3 - FieldService,24,32,39,40,21,0,12011,0.0,0.0,0.0,0.42037585,0.43125618,0.0,0.036173392,0.0,1224,0.101898104,0.06651682,12011
JMW0638,692,346,0,0,1007,207,362,10034,103,0,0,0,1,28.515142,Technician,3 - FieldService,43,21,30,18,30,0,11733,0.4992785,0.0,0.0,0.20535715,0.35912699,0.0,0.010264075,0.0,1018,0.08675644,0.03962843,11733
JNA0559,691,0,0,0,3020,0,1398,32870,781,0,0,0,1,86.33742,SoftwareEngineer,2 - SoftwareManagement,10,10,41,10,31,0,36581,0.0,0.0,0.0,0.0,0.4627607,0.0,0.023759546,0.0,2179,0.059564814,0.059564814,36581
JNJ0556,691,0,0,0,3009,901,1296,32870,3007,7977,449,5995,1,85.38598,ComputerScientist,2 - SoftwareManagement,43,45,22,33,34,0,50542,0.0,0.0,0.0,0.29933554,0.4305648,0.05627977,0.09147881,0.11861187,5653,0.11184536,0.2037473,50542
JOL0024,692,0,0,0,3640,725,1099,39330,2690,0,0,0,1,104.70781,AdministrativeAssistant,3 - Training,50,40,24,21,29,0,43662,0.0,0.0,0.0,0.19912112,0.30184016,0.0,0.068393886,0.0,4514,0.10338273,0.086778276,43662
JOM0750,692,0,0,0,5045,0,2362,56052,1235,0,0,0,1,143.30853,Salesman,2 - Sales,35,46,25,40,29,0,61789,0.0,0.0,0.0,0.0,0.46809354,0.0,0.02203272,0.0,3597,0.058213305,0.058213305,61789
JPA0667,692,0,0,0,2980,1193,1156,32870,1167,0,0,0,1,85.42215,Scientist,1 - Research,49,42,34,35,27,0,36542,0.0,0.0,0.0,0.40020126,0.38778934,0.0,0.03550242,0.0,3516,0.09621542,0.06356895,36542
JPW0741,692,0,0,0,4984,0,1605,56052,4814,0,0,0,1,143.41425,Salesman,2 - Sales,40,38,44,30,33,0,61728,0.0,0.0,0.0,0.0,0.3219659,0.0,0.08588301,0.0,6419,0.10398678,0.10398678,61728
JRF0835,692,0,0,0,339,75,147,3460,40,0,0,0,1,9.697538,ProductionLineWorker,3 - Assembly,44,33,18,37,18,0,4491,0.0,0.0,0.0,0.22058824,0.43235293,0.0,0.011557354,0.0,262,0.058325913,0.041629564,4491
JRG0207,574,6,1,0,3842,748,1027,40185,637,27,2,46,1,109.94328,0,0,42,37,40,21,27,1,44674,0.010434783,0.0017391305,0.0,0.19463961,0.26723912,0.071428575,0.01585129,0.0010296586,2420,0.054169,0.03827644,44674
JRH0455,110,0,0,0,51,3,22,550,18,0,0,0,1,1.4671202,0,0,19,21,42,20,34,0,711,0.0,0.0,0.0,0.057692308,0.42307693,0.0,0.032667875,0.0,43,0.06039326,0.056179777,711
JRL0574,692,0,0,0,331,0,141,3450,204,0,0,0,1,9.835726,ProductionLineWorker,3 - Assembly,19,26,35,47,40,0,4473,0.0,0.0,0.0,0.0,0.4246988,0.0,0.0591133,0.0,345,0.077112205,0.077112205,4473
JRS0362,2776,1327,0,0,3689,0,1121,39444,3287,0,0,0,636,104.85549,ITAdmin,6 - Security,50,50,14,37,24,0,45909,0.4778538,0.0,0.0,0.0,0.30379403,0.0,0.08333122,0.0,5735,0.12491832,0.09601394,45909
JSA0775,692,0,0,0,991,400,547,10034,1129,0,0,0,1,28.279793,Technician,3 - FieldService,50,46,42,19,33,0,11717,0.0,0.0,0.0,0.4032258,0.5514113,0.0,0.112506226,0.0,2076,0.17716333,0.14302783,11717
JSH0330,692,0,0,0,1049,92,443,10034,1712,0,0,0,1,29.560863,Technician,3 - FieldService,20,16,23,24,28,0,11775,0.0,0.0,0.0,0.08761905,0.42190477,0.0,0.17060289,0.0,2247,0.19081183,0.18299933,11775
JTM0223,1378,556,0,0,1489,591,691,16026,1517,1,1,4,361,43.30682,0,0,35,48,20,21,30,1,18898,0.40319073,0.0,0.0,0.3966443,0.46375838,0.5,0.09465277,0.00021165141,3356,0.17757553,0.11704323,18898
JTS0389,846,0,0,0,3335,324,1528,32870,1638,376,24,270,3,95.346436,Scientist,1 - Research,31,36,11,44,32,0,37697,0.0,0.0,0.0,0.097122304,0.45803356,0.06366048,0.04983116,0.0071621835,3514,0.0932145,0.09114542,37697
JXH0493,692,0,0,0,5008,538,2311,56052,2271,0,0,0,1,141.63902,Salesman,2 - Sales,36,32,23,15,31,0,61752,0.0,0.0,0.0,0.10740667,0.46136954,0.0,0.040515225,0.0,5120,0.082910955,0.07419883,61752
JZD0888,692,0,0,0,996,0,285,10034,268,0,0,0,1,28.75431,Technician,3 - FieldService,20,20,30,14,30,0,11722,0.0,0.0,0.0,0.0,0.28585756,0.0,0.026706528,0.0,553,0.047172226,0.047172226,11722
KAC0124,692,0,0,0,3058,0,1233,32870,428,0,0,0,1,87.22534,ElectricalEngineer,2 - ManufacturingEngineering,33,14,30,18,33,0,36620,0.0,0.0,0.0,0.0,0.4030729,0.0,0.013020596,0.0,1661,0.04535649,0.04535649,36620
KAL0395,692,0,0,0,3021,632,831,32775,152,0,0,0,1,86.28461,ComputerScientist,2 - SoftwareManagement,13,24,22,28,29,0,36488,0.0,0.0,0.0,0.20913303,0.27498347,0.0,0.00463754,0.0,1615,0.044259913,0.026939625,36488
KAT0270,692,0,0,0,3045,1226,1581,32870,1110,0,0,0,1,87.31049,ElectricalEngineer,3 - Engineering,21,24,39,23,27,0,36607,0.0,0.0,0.0,0.4024951,0.51904136,0.0,0.033768367,0.0,3917,0.10699847,0.07350852,36607
KAT0489,692,0,0,0,5023,2013,1595,56052,3394,0,0,0,1,144.02878,Salesman,2 - Sales,22,41,36,23,26,0,61767,0.0,0.0,0.0,0.40067676,0.31747612,0.0,0.060549837,0.0,7002,0.11335967,0.08076998,61767
KBB0189,692,0,0,0,3719,785,1470,39444,3429,0,0,0,1,106.25536,AdministrativeAssistant,0,49,23,16,33,30,0,43855,0.0,0.0,0.0,0.21102151,0.3951613,0.0,0.08693117,0.0,5684,0.12960598,0.111706495,43855
KBC0054,692,0,0,0,2980,0,759,32870,882,0,0,0,1,85.346085,Scientist,1 - Research,42,43,17,41,32,0,36542,0.0,0.0,0.0,0.0,0.25461254,0.0,0.026832161,0.0,1641,0.044906,0.044906,36542
KBG0549,1019,0,0,0,3365,1009,1803,32870,1258,377,25,216,3,95.5044,Scientist,1 - Research,16,19,37,10,32,0,37847,0.0,0.0,0.0,0.29976234,0.5356506,0.06613757,0.038270816,0.0057070386,4095,0.10819594,0.086583175,37847
KBL0260,692,0,0,0,3014,0,1565,32870,1315,0,0,0,1,86.888466,ElectricalEngineer,3 - Engineering,16,15,48,16,32,0,36576,0.0,0.0,0.0,0.0,0.5190713,0.0,0.040004868,0.0,2880,0.078738004,0.078738004,36576
KBP0008,1197,0,0,0,9145,2775,4500,103800,4132,0,0,0,2,261.0073,VicePresident,0,23,18,40,11,34,0,114142,0.0,0.0,0.0,0.30341133,0.49201837,0.0,0.03980694,0.0,11407,0.099936046,0.075624436,114142
KBS0874,962,0,0,0,5062,2013,2147,56052,6889,0,0,0,1,144.59274,Salesman,2 - Sales,23,39,37,33,29,0,62076,0.0,0.0,0.0,0.39759037,0.4240569,0.0,0.12290154,0.0,11049,0.17798863,0.14556116,62076
KCB0815,971,346,0,0,3061,331,1120,32870,966,0,0,0,1,87.10779,SoftwareEngineer,2 - SoftwareManagement,16,40,18,36,31,0,36902,0.35596707,0.0,0.0,0.10809928,0.365774,0.0,0.029387606,0.0,2763,0.074871965,0.05652657,36902
KCF0045,2780,1311,0,0,3654,739,1231,39209,5511,0,0,0,640,104.42564,ITAdmin,6 - Security,40,39,16,27,31,0,45643,0.47141317,0.0,0.0,0.20218879,0.3367989,0.0,0.14055088,0.0,8792,0.19262116,0.14770836,45643
KCO0122,1161,435,14,0,3033,892,1541,32870,1419,1593,80,1404,2,86.59983,IndustrialEngineer,1 - IndustrialEngineering,30,32,26,38,33,0,40061,0.37435457,0.012048192,0.0,0.2940013,0.5079104,0.050188206,0.04316875,0.03504568,4367,0.10900604,0.108931154,40061
KCS0173,1098,0,0,0,4679,1893,1384,52938,5681,260,13,714,3,133.3889,Salesman,2 - Sales,39,20,50,20,30,0,59689,0.0,0.0,0.0,0.4044872,0.2957265,0.049808428,0.10731219,0.011961803,8971,0.15029319,0.13032334,59689
KDS0349,692,0,0,0,4745,0,2277,49478,2718,0,0,0,1,135.11182,LabManager,1 - Research,18,23,20,32,29,0,54915,0.0,0.0,0.0,0.0,0.47977245,0.0,0.054932397,0.0,4995,0.0909571,0.0909571,54915
KDT0346,968,0,0,0,1003,410,305,10034,1789,0,0,0,1,28.23016,Technician,3 - FieldService,36,41,10,22,33,0,12005,0.0,0.0,0.0,0.40836653,0.30378485,0.0,0.17827603,0.0,2504,0.20856239,0.17441279,12005
KES0729,998,0,0,0,5014,1501,1617,56052,1268,0,0,0,3,143.05162,Salesman,2 - Sales,20,10,24,45,31,0,62064,0.0,0.0,0.0,0.2993021,0.3224327,0.0,0.022621447,0.0,4386,0.07066785,0.046483524,62064
KJA0152,692,0,0,0,3687,0,1732,39444,1970,0,0,0,1,105.9012,AdministrativeAssistant,2 - Payroll,16,16,39,38,34,0,43823,0.0,0.0,0.0,0.0,0.46963122,0.0,0.04994296,0.0,3702,0.08447426,0.08447426,43823
KJG0910,692,0,0,0,991,203,500,10034,583,0,0,0,1,28.731562,Technician,3 - FieldService,37,10,31,18,29,0,11717,0.0,0.0,0.0,0.2046371,0.50403225,0.0,0.058096662,0.0,1286,0.10974569,0.09242191,11717
KJJ0293,1115,0,0,0,333,140,128,3460,116,530,31,687,2,9.509151,ProductionLineWorker,3 - Assembly,41,42,23,39,33,0,6125,0.0,0.0,0.0,0.41916168,0.38323355,0.058380414,0.033516325,0.112144955,415,0.06774404,0.15197518,6125
KJM0887,692,0,0,0,1005,387,393,10034,670,0,0,0,1,28.981598,Technician,3 - FieldService,31,47,14,16,32,0,11731,0.0,0.0,0.0,0.38469183,0.39065605,0.0,0.066766314,0.0,1450,0.12359359,0.09060689,11731
KJP0371,2788,1372,0,0,3700,1473,1740,39403,2142,0,0,0,635,105.306046,ITAdmin,6 - Security,36,21,25,15,30,0,45891,0.4919326,0.0,0.0,0.39800054,0.4701432,0.0,0.054359965,0.0,6727,0.14658329,0.084589906,45891
KJS0618,692,0,0,0,5059,995,1858,56052,4909,0,0,0,1,145.79332,Salesman,2 - Sales,19,15,20,10,37,0,61803,0.0,0.0,0.0,0.19664031,0.36719367,0.0,0.08757783,0.0,7762,0.12559058,0.109491296,61803
KJW0416,692,0,0,0,3037,0,1183,32775,1218,0,0,0,1,86.657745,SystemsEngineer,3 - Engineering,50,46,39,41,30,0,36504,0.0,0.0,0.0,0.0,0.38940093,0.0,0.03716134,0.0,2401,0.06577181,0.06577181,36504
KKC0683,692,0,0,0,3054,0,766,32870,367,0,0,0,1,87.03176,SoftwareEngineer,2 - SoftwareManagement,32,37,37,48,35,0,36616,0.0,0.0,0.0,0.0,0.2507365,0.0,0.011164856,0.0,1133,0.030941913,0.030941913,36616
KKS0119,961,0,0,0,4684,1913,2351,49478,3876,0,0,0,1,132.8809,Manager,4 - QualityControl,15,28,39,33,27,0,55123,0.0,0.0,0.0,0.40832445,0.5018143,0.0,0.07833626,0.0,8140,0.14766708,0.1129635,55123
KKW0879,902,35,74,0,5158,540,1990,61722,8620,1534,96,6501,2,147.10248,Salesman,2 - Sales,36,42,21,31,27,0,75817,0.03875969,0.081949055,0.0,0.10467145,0.38573366,0.06254072,0.1396562,0.08574481,11281,0.14879052,0.2256852,75817
KLH0596,588,4,2,0,279,32,100,2911,78,53,0,38,1,8.097051,0,0,30,10,35,12,29,1,3869,0.0067911716,0.0033955858,0.0,0.114285715,0.35714287,0.0,0.026785715,0.009819121,214,0.05529716,0.055813953,3869
KLM0639,692,346,0,0,1018,0,387,10005,616,0,0,0,1,28.745005,Technician,3 - FieldService,20,15,24,40,26,0,11715,0.4992785,0.0,0.0,0.0,0.3797841,0.0,0.061563063,0.0,1349,0.11514169,0.08560942,11715
KMB0922,1188,85,12,0,3027,892,1504,32775,1917,1209,72,733,34,87.068665,Scientist,1 - Research,43,43,17,24,27,0,38932,0.07148865,0.010092515,0.0,0.2945839,0.4966975,0.059504133,0.05848792,0.018827217,4470,0.11481263,0.10669612,38932
KMS0657,692,346,0,0,1006,0,284,10034,211,0,0,0,1,29.02076,Technician,3 - FieldService,17,31,21,17,29,0,11732,0.4992785,0.0,0.0,0.0,0.2820258,0.0,0.021026408,0.0,841,0.07167817,0.0421887,11732
KMW0545,967,0,0,0,3025,934,1238,31140,975,493,31,257,1,86.78795,Physicist,1 - Research,19,16,18,23,32,0,35882,0.0,0.0,0.0,0.3086583,0.40912095,0.06275304,0.031309206,0.007162166,3178,0.08856562,0.06883483,35882
KNB0022,692,0,0,0,3646,748,1403,39444,2861,0,0,0,1,103.92277,HumanResourceSpecialist,2 - EmployeeRelations,22,38,45,16,30,0,43782,0.0,0.0,0.0,0.20510009,0.38469976,0.0,0.07253137,0.0,5012,0.114473656,0.0973894,43782
KNG0672,602,0,0,0,2611,507,1095,28595,1832,0,0,0,1,74.09065,0,0,21,40,18,20,27,0,31808,0.0,0.0,0.0,0.19410414,0.419219,0.0,0.064064905,0.0,3434,0.107956864,0.092017986,31808
KNW0644,692,346,0,0,1015,212,417,10034,189,0,0,0,1,29.300102,Technician,3 - FieldService,15,20,23,15,25,0,11741,0.4992785,0.0,0.0,0.20866142,0.41043308,0.0,0.01883408,0.0,1164,0.09913132,0.051609606,11741
KPC0073,308,6,0,0,1311,512,336,14158,1008,0,0,16,1,37.26639,0,0,44,30,11,16,23,1,15793,0.019417476,0.0,0.0,0.3902439,0.25609756,0.0,0.07119147,0.0010130429,1862,0.11789287,0.08610865,15793
KPP0452,692,0,0,0,341,65,79,3460,159,0,0,0,1,9.616052,ProductionLineWorker,3 - Assembly,44,46,44,16,19,0,4493,0.0,0.0,0.0,0.19005848,0.23099415,0.0,0.04594048,0.0,303,0.06742323,0.0529595,4493
KPR0497,1200,0,0,0,5028,2023,2111,56052,2296,0,0,0,2,142.87047,Salesman,2 - Sales,50,43,43,20,29,0,62280,0.0,0.0,0.0,0.40226686,0.41976535,0.0,0.040961232,0.0,6430,0.10324176,0.070759945,62280
KQC0708,692,0,0,0,336,0,140,3460,131,0,0,0,1,9.933366,ProductionLineWorker,3 - Assembly,34,18,39,42,23,0,4488,0.0,0.0,0.0,0.0,0.41543028,0.0,0.03785033,0.0,271,0.060369793,0.060369793,4488
KQS0415,692,0,0,0,3032,641,1351,32775,2770,0,0,0,1,87.53694,SystemsEngineer,3 - Engineering,35,42,13,14,34,0,36499,0.0,0.0,0.0,0.2113419,0.44543356,0.0,0.08451306,0.0,4762,0.13046576,0.11290411,36499
KRG0158,692,0,0,0,3710,755,1452,39444,852,0,0,0,1,106.53486,AdministrativeAssistant,0,34,38,42,14,27,0,43846,0.0,0.0,0.0,0.2034492,0.3912692,0.0,0.021599695,0.0,3059,0.06976532,0.052546356,43846
KRL0062,692,0,0,0,3691,0,1579,39444,1515,0,0,0,1,105.9779,AdministrativeAssistant,2 - SoftwareManagement,37,16,17,20,33,0,43827,0.0,0.0,0.0,0.0,0.42768148,0.0,0.03840791,0.0,3094,0.07059414,0.07059414,43827
KRL0501,530,0,0,0,3871,0,1522,43049,3085,578,33,1130,1,110.64525,0,0,18,27,23,28,26,1,49158,0.0,0.0,0.0,0.0,0.3930785,0.05699482,0.07166086,0.022986636,4640,0.0943876,0.116702944,49158
KRM0541,728,0,0,0,3022,324,1306,31050,2141,0,0,0,19,86.450195,Scientist,1 - Research,40,20,38,36,23,0,34800,0.0,0.0,0.0,0.1071783,0.43202117,0.0,0.06895108,0.0,3771,0.10835896,0.099048875,34800
KRV0372,2820,1383,0,0,3711,1502,1769,39444,3435,0,0,0,630,106.07525,ITAdmin,6 - Security,40,39,25,35,32,0,45975,0.4902517,0.0,0.0,0.4046336,0.4765625,0.0,0.08708328,0.0,8089,0.17593962,0.11318949,45975
KSH0569,692,0,0,0,2998,1195,1083,32870,1199,0,0,0,1,85.86752,SoftwareEngineer,2 - SoftwareManagement,15,39,23,14,22,0,36560,0.0,0.0,0.0,0.39846617,0.36112037,0.0,0.03647592,0.0,3477,0.095101334,0.062416237,36560
KSP0357,1890,881,0,0,2496,506,643,27018,1717,0,0,0,519,71.24382,0,0,41,40,29,19,24,0,31404,0.46589106,0.0,0.0,0.20264317,0.25750902,0.0,0.06354787,0.0,3747,0.11931221,0.07514727,31404
KSP0966,692,0,0,0,333,0,162,3460,358,0,0,0,1,9.160813,ProductionLineWorker,3 - Assembly,42,36,19,24,35,0,4485,0.0,0.0,0.0,0.0,0.48502994,0.0,0.10343831,0.0,520,0.115916185,0.115916185,4485
KTG0091,692,0,0,0,2992,595,1458,32870,2043,0,0,0,1,85.40526,MaterialsEngineer,3 - Engineering,46,41,16,15,29,0,36554,0.0,0.0,0.0,0.1987972,0.48713666,0.0,0.06215205,0.0,4096,0.11205033,0.09577349,36554
KVS0425,692,0,0,0,3014,615,1214,32775,1075,0,0,0,1,85.66284,SystemsEngineer,3 - Engineering,20,19,21,30,35,0,36481,0.0,0.0,0.0,0.2039801,0.4026534,0.0,0.03279839,0.0,2904,0.0796009,0.06274327,36481
KVT0028,692,0,0,0,3041,592,1143,32870,2236,0,0,0,1,86.776,Nurse,5 - Medical,44,20,35,19,37,0,36603,0.0,0.0,0.0,0.19460881,0.37573963,0.0,0.06802349,0.0,3971,0.10848541,0.09231231,36603
KWC0004,692,0,0,0,8997,897,4478,98610,1957,0,0,0,1,255.6126,VicePresident,0,23,38,39,20,27,0,108299,0.0,0.0,0.0,0.09968882,0.49766615,0.0,0.019845657,0.0,7332,0.06770083,0.059418283,108299
KWE0082,967,0,0,0,3028,889,1421,32870,1586,2234,138,1424,1,86.92436,MechanicalEngineer,3 - Engineering,38,43,19,48,35,0,40523,0.0,0.0,0.0,0.2934962,0.46913174,0.061744966,0.048249215,0.03513967,4034,0.09954595,0.10934261,40523
LAF0991,959,346,0,0,3025,1230,1229,32870,3291,0,0,0,1,86.5996,IndustrialEngineer,1 - IndustrialEngineering,40,39,36,22,34,0,36854,0.36041668,0.0,0.0,0.40647718,0.40614673,0.0,0.100118645,0.0,6096,0.16540496,0.12264279,36854
LAM0911,952,0,0,0,4728,965,2295,49478,5405,0,0,0,1,134.18884,LabManager,1 - Research,42,43,27,38,22,0,55158,0.0,0.0,0.0,0.20406005,0.48530346,0.0,0.10923826,0.0,8665,0.15709132,0.13959643,55158
LAP0338,1362,0,378,0,1420,132,578,14123,1245,0,0,0,1,40.88845,Technician,3 - FieldService,42,23,33,45,31,0,16905,0.0,0.27732942,0.0,0.09289233,0.4067558,0.0,0.088147834,0.0,1955,0.11563942,0.10783154,16905
LBC0356,3053,1306,0,0,3696,1521,1854,39444,1942,0,0,0,636,106.68662,ITAdmin,6 - Security,40,30,40,21,41,0,46193,0.42763588,0.0,0.0,0.41141465,0.5014877,0.0,0.04923311,0.0,6623,0.1433736,0.08217517,46193
LBF0214,1673,112,386,0,6135,1865,1804,68400,2813,1236,83,941,2,174.8576,SecurityGuard,6 - Security,18,44,18,38,28,0,78385,0.06690562,0.23058543,0.0,0.30394393,0.29400262,0.06709782,0.04112513,0.012004695,6677,0.08518103,0.07090552,78385
LBH0942,1272,0,303,0,3918,411,996,43035,2347,10889,590,7785,1,112.23597,SoftwareEngineer,2 - SoftwareManagement,40,42,23,30,29,0,66899,0.0,0.23802042,0.0,0.104873694,0.25414646,0.054178145,0.05453574,0.11636771,4344,0.064932734,0.16633782,66899
LCB0664,1099,0,0,0,4697,1424,1494,46710,1892,414,35,5938,2,134.40437,Manager,2 - Sales,16,19,36,24,32,0,58858,0.0,0.0,0.0,0.3031077,0.31800765,0.084337346,0.040504377,0.10088517,4845,0.08231536,0.15841247,58858
LCC0819,314,157,0,0,1413,0,584,15028,190,337,19,700,1,40.410793,0,0,32,14,11,15,27,1,17792,0.4984127,0.0,0.0,0.0,0.41301274,0.056213018,0.012642225,0.039341316,950,0.053391784,0.08284157,17792
LCD0622,692,0,0,0,4977,0,1430,55890,4119,0,0,0,1,143.80956,Salesman,2 - Sales,30,26,13,14,26,0,61559,0.0,0.0,0.0,0.0,0.28726396,0.0,0.073697016,0.0,5549,0.0901397,0.0901397,61559
